Strain	Antigenic advance (tree model)	Antigenic advance (sub model)	Clade	Country	Epitope mutations	Local branching index	Non-epitope mutations	ne_star	RBS adjacent mutations	Region	Submitting lab	Collection Data	Vaccine Selection Date	Accession	Originating lab
A/Tunisia/1010/2016	3.90	4.22	3c2.A	Tunisia	22.00	0.00	9.00		4.00	Africa	Crick Worldwide Influenza Centre	2016-01-21		EPI715870	Hopital Charles Nicolle
A/Niigata-C/53/2016	3.90	4.22	3c2.A	Japan	22.00	0.00	9.00		4.00	Japan Korea	National Institute Of Infectious Diseases (niid)	2016-05-09		EPI854218	Niigata City Institute Of Public Health And Environment
A/Bangladesh/3075/2016	3.90	4.22	3c2.A	Bangladesh	22.00	0.00	9.00		4.00	South Asia	Centers For Disease Control And Prevention	2016-06-22		EPI832461	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)
A/Oman/5191/2016	3.90	4.22	3c2.A	Oman	22.00	0.00	10.00		4.00	West Asia	Centers For Disease Control And Prevention	2016-06-09		EPI832493	Central Public Health Laboratory, Ministry Of Health
A/Phuket/421/2016	3.90	4.44	3c2.A	Thailand	23.00	0.00	11.00	1.00	4.00	Southeast Asia	Centers For Disease Control And Prevention	2016-12-08		EPI925087	Who National Influenza Centre, National Institute Of Medical Research (nimr)
A/Cambodia/FSS31758/2015	3.90	4.22	3c2.A	Cambodia	21.00	0.00	9.00		4.00	Southeast Asia	Who Collaborating Centre For Reference And Research On Influenza	2015-12-08		EPI765131	Namru 2, Cambodia
A/Cambodia/1181/2015	3.90	4.22	3c2.A	Cambodia	21.00	0.00	9.00		4.00	Southeast Asia	Centers For Disease Control And Prevention	2015-11-11		EPI730018	National Public Health Laboratory
A/Lyon/157/2016	3.90	4.22	3c2.A	France	21.00	0.00	10.00	1.00	4.00	Europe	Crick Worldwide Influenza Centre	2016-01-20		EPI858999	Crr Virus Influenza Region Sud
A/Saitama-C/11/2015	3.33	4.07	3c2.A	Japan	18.00	0.00	10.00		4.00	Japan Korea	National Institute Of Infectious Diseases (niid)	2015-06-10		EPI672285	Saitama City Institute Of Health Science And Research
A/Tula/CRIE-125/2015	3.33	4.07	3c2.A	Russia	18.00	0.02	10.00		4.00	West Asia	Central Research Institute For Epidemiology	2015-01-27		EPI623916	
A/Sur/1807/2016	3.33	4.42	3c2.A	Oman	21.00	0.00	11.00	2.00	4.00	West Asia	Central Public Health Laboratory Oman	2016-02-13		EPI778584	Sur Hospital
A/Oita/1/2015	3.33	4.07	3c2.A	Japan	18.00	0.02	11.00		4.00	Japan Korea	National Institute Of Infectious Diseases (niid)	2015-01-06		EPI576104	Oita Prefectural Institute Of Health And Environment
A/Sapporo/53/2015	3.33	4.22	3c2.A	Japan	19.00	0.01	12.00	1.00	4.00	Japan Korea	National Institute Of Infectious Diseases (niid)	2015-04-13		EPI624892	Sapporo City Institute Of Public Health
A/Nagasaki/12/2015	3.33	4.19	3c2.A	Japan	18.00	0.01	11.00		4.00	Japan Korea	National Institute Of Infectious Diseases (niid)	2015-03-26		EPI630481	Nagasaki Prefectural Institute For Environment Research And Public Health
A/Yamaguchi/26/2015	3.33	4.19	3c2.A	Japan	18.00	0.01	11.00		4.00	Japan Korea	National Institute Of Infectious Diseases (niid)	2015-04-25		EPI624894	Yamaguchi Prefectural Institute Of Public Health And Environment
A/England/44020584/2014	3.33	4.07	3c2.A	United Kingdom	18.00	0.08	9.00		4.00	Europe	Microbiology Services Colindale, Public Health England	2014-09-26		EPI611249	Microbiology Services Colindale, Public Health England
A/Kyoto/14K003/2014	3.33	4.07	3c2.A	Japan	18.00	0.04	9.00		4.00	Japan Korea	Niigata University	2014-12-09		EPI577636	
A/Nara/44/2014	3.33	4.07	3c2.A	Japan	18.00	0.04	9.00		4.00	Japan Korea	National Institute Of Infectious Diseases (niid)	2014-11-28		EPI556463	Nara Prefectural Institute For Hygiene And Environment
A/SolomonIslands/3/2014	3.33	4.07	3c2.A	Solomon Islands	18.00	0.05	9.00		4.00	Oceania	Who Collaborating Centre For Reference And Research On Influenza	2014-11-26		EPI566563	National Referral Hospital
A/Fiji/2/2015	3.33	4.07	3c2.A	Fiji	18.00	0.02	9.00		4.00	Oceania	Who Collaborating Centre For Reference And Research On Influenza	2015-03-02		EPI636656	National Centre For Scientific Services For Virology And Vector Borne Diseases
A/SouthAuckland/5/2015	3.33	4.36	3c2.A	New Zealand	18.00	0.02	9.00		4.00	Oceania	Who Collaborating Centre For Reference And Research On Influenza	2015-02-08		EPI636154	Institute Of Environmental Science & Research
A/Perth/58/2015	3.33	4.07	3c2.A	Australia	19.00	0.00	9.00		4.00	Oceania	Who Collaborating Centre For Reference And Research On Influenza	2015-07-07		EPI676274	Pathwest Qe Ii Medical Centre
A/Vietnam/86/2015	3.33	4.07	3c2.A	Vietnam	19.00	0.01	10.00	1.00	4.00	Southeast Asia	Centers For Disease Control And Prevention	2015-06-01		EPI730301	National Institute Of Hygiene And Epidemiology
A/Newcastle/14/2015	3.33	4.07	3c2.A	Australia	19.00	0.01	10.00	1.00	4.00	Oceania	Who Collaborating Centre For Reference And Research On Influenza	2015-06-21		EPI652442	John Hunter Hospital
A/England/72/2015	3.33	4.07	3c2.A	Australia	19.00	0.03	9.00	1.00	4.00	Oceania	Microbiology Services Colindale, Public Health England	2015-01-15		EPI607849	Microbiology Services Colindale, Public Health England
A/Scotland/2/2014	3.33	4.07	3c2.A	United Kingdom	18.00	0.16	9.00		4.00	Europe	Microbiology Services Colindale, Public Health England	2014-08-27		EPI611271	Microbiology Services Colindale, Public Health England
A/Scotland/10/2014	3.33	4.07	3c2.A	United Kingdom	18.00	0.16	9.00		4.00	Europe	Nhs Greater Glasgow And Clyde	2014-08-27		EPI1106818	Nhs Greater Glasgow And Clyde
A/NewHampshire/39/2015	3.33	4.29	3c2.A	USA	18.00	0.00	11.00	2.00	4.00	North America	Centers For Disease Control And Prevention	2015-09-09		EPI683933	New Hampshire Public Health Laboratories
A/PortoAlegre/LACENRS-1969/2015	4.21	4.07	3c2.A	Portugal	19.00	0.01	10.00	1.00	4.00	Europe	Other Database Import	2015-07-30		EPI996436	
A/Brazil/4182/2016	4.21	4.47	3c2.A	Brazil	19.00	0.00	12.00	3.00	4.00	South America	Centers For Disease Control And Prevention	2016-01-06		EPI767201	Instituto Adolfo Lutz
A/Brazil/70859/2015	4.21	4.07	3c2.A	Brazil	19.00	0.00	9.00		4.00	South America	Centers For Disease Control And Prevention	2015-09-15		EPI722512	Instituto Adolfo Lutz
A/Parana/1142/2016	4.21	4.07	3c2.A	Brazil	18.00	0.00	11.00	2.00	4.00	South America	Instituto Oswaldo Cruz Fiocruz Laboratory Of Respiratory Viruses And Measles (lvrs)	2016-04-15		EPI1040841	Laboratório Central Do Estado Do Paraná Lacen/pr
A/Parana/293/2016	4.21	4.42	3c2.A	Brazil	19.00	0.00	10.00	2.00	4.00	South America	Instituto Oswaldo Cruz Fiocruz Laboratory Of Respiratory Viruses And Measles (lvrs)	2016-03-29		EPI1040819	Laboratório Central Do Estado Do Paraná Lacen/pr
A/Dnipro/768/2016	4.21	4.19	3c2.A	Bangladesh	19.00	0.00	9.00	1.00	4.00	South Asia	Crick Worldwide Influenza Centre	2016-04-28		EPI773607	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine
A/Stockholm/40/2015	4.21	4.07	3c2.A	Sweden	19.00	0.01	9.00		4.00	Europe	Swedish Institute For Infectious Disease Control	2015-08-19		EPI642560	Swedish Institute For Infectious Disease Control
A/Brazil/78870/2015	4.21	4.07	3c2.A	Brazil	19.00	0.00	9.00		4.00	South America	Centers For Disease Control And Prevention	2015-10-28		EPI746646	Instituto Adolfo Lutz
A/Bolivia/1770/2016	4.21	4.07	3c2.A	Bolivia	20.00	0.00	9.00		4.00	South America	Centers For Disease Control And Prevention	2016-07-05		EPI862005	Cenetrop
A/Colombia/7208/2015	4.21	4.18	3c2.A	Colombia	20.00	0.00	9.00		4.00	South America	Centers For Disease Control And Prevention	2015-12-25		EPI711059	Instituto Nacional De Salud De Columbia
A/Valparaiso/33881/2016	4.21	4.18	3c2.A	Chile	23.00	0.00	9.00	1.00	4.00	South America	Instituto De Salud Publica De Chile	2016-05-18		EPI823731	Instituto De Salud Publica De Chile
A/Peru/2716/2016	4.21	4.18	3c2.A	Peru	20.00	0.00	9.00		4.00	South America	Centers For Disease Control And Prevention	2016-09-16		EPI861989	Us Namru 6
A/Peru/3216/2016	4.21	4.18	3c2.A	Peru	20.00	0.00	9.00		4.00	South America	Centers For Disease Control And Prevention	2016-09-21		EPI861997	Us Namru 6
A/Taiwan/321/2015	3.33	4.07	3c2.A	Taiwan	18.00	0.05	10.00	1.00	4.00	China	National Institute Of Infectious Diseases (niid)	2015-03-02		EPI630431	Center For Disease Control
A/Lao/529/2015	3.33	4.07	3c2.A	Laos	19.00	0.04	9.00	1.00	4.00	Southeast Asia	Centers For Disease Control And Prevention	2015-05-25		EPI667757	National Center For Laboratory And Epidemiology
A/Dakar/17/2016	3.33	4.18	3c2.A	Senegal	19.00	0.01	9.00		4.00	Africa	Crick Worldwide Influenza Centre	2016-09-02		EPI1001854	Institut Pasteur De Dakar
A/Cameroon/8767/2016	3.33	4.18	A3	Cameroon	19.00	0.02	10.00	1.00	4.00	Africa	Crick Worldwide Influenza Centre	2016-10-13		EPI991535	Centre Pasteur Du Cameroun
A/Cameroon/16v-9249/2016	3.33	4.18	A3	Cameroon	20.00	0.02	9.00		4.00	Africa	University Of Buea	2016-09-23		EPI1332407	Centre Pasteur Du Cameroun
A/Cameroon/7289/2016	3.33	4.18	A3	Cameroon	19.00	0.03	8.00	1.00	4.00	Africa	Crick Worldwide Influenza Centre	2016-08-28		EPI991528	Centre Pasteur Du Cameroun
A/Cameroon/6939/2016	3.33	4.18	A3	Cameroon	19.00	0.03	9.00		4.00	Africa	Crick Worldwide Influenza Centre	2016-08-19		EPI991526	Centre Pasteur Du Cameroun
A/SouthAustralia/46/2017	3.33	4.18	A3	Australia	20.00	0.00	9.00		4.00	Oceania	Who Collaborating Centre For Reference And Research On Influenza	2017-03-09		EPI1022289	Institute Of Medical And Veterinary Science (imvs)
A/Singapore/TT1374/2016	3.33	4.18	A3	Singapore	20.00	0.01	10.00		4.00	Southeast Asia	Ministry Of Health, Singapore	2016-12-02		EPI874032	Ministry Of Health, Singapore
A/Hiroshima/21/2016	3.33	4.18	A3	Japan	20.00	0.02	10.00		4.00	Japan Korea	National Institute Of Infectious Diseases (niid)	2016-09-21		EPI873202	Center For Public Health And Environment, Hiroshima Prefectural Technology Research Institute
A/Lao/4447/2016	3.33	4.18	A3	Laos	20.00	0.01	10.00		4.00	Southeast Asia	Centers For Disease Control And Prevention	2016-12-15		EPI1027102	National Center For Laboratory And Epidemiology
A/HongKong/3566/2017	4.39	4.65	A3	Hong Kong	21.00	0.00	10.00	2.00	4.00	China	Centers For Disease Control And Prevention	2017-07-14		EPI1048599	Government Virus Unit
A/Maryland/23/2016	4.39	4.18	A3	USA	20.00	0.01	10.00		4.00	North America	Centers For Disease Control And Prevention	2016-11-27		EPI868424	Maryland Department Of Health And Mental Hygiene
A/Iran/57113/2016	3.75	4.18	A3	Iran	20.00	0.01	10.00	2.00	4.00	West Asia	Crick Worldwide Influenza Centre	2016-10-30		EPI913761	Tehran University Of Medical Sciences
A/BurkinaFaso/972/2018	4.23	4.52	A3	Burkina Faso	23.00	0.00	9.00		4.00	Africa	Centers For Disease Control And Prevention	2018-11-01		EPI1448259	Irss
A/Cameroon/9162/2017	4.23	4.67	A3	Cameroon	23.00	0.00	9.00		4.00	Africa	Crick Worldwide Influenza Centre	2017-09-26		EPI1193224	Centre Pasteur Du Cameroun
A/Niger/5361/2017	4.23	4.52	A3	Niger	22.00	0.00	9.00		4.00	Africa	Centers For Disease Control And Prevention	2017-10-22		EPI1180388	Centre De Recherche Medicale Et Sanitaire (cermes)
A/Niger/5311/2017	4.23	4.52	A3	Niger	23.00	0.00	9.00	1.00	4.00	Africa	Centers For Disease Control And Prevention	2017-11-02		EPI1180364	Centre De Recherche Medicale Et Sanitaire (cermes)
A/California/179/2016	3.75	4.18	A3	USA	19.00	0.01	9.00		4.00	North America	Centers For Disease Control And Prevention	2016-12-04		EPI1039187	California Department Of Health Services
A/Lebanon/2187/2016	3.75	4.18	A3	Lebanon	19.00	0.01	9.00		4.00	West Asia	Centers For Disease Control And Prevention	2016-12-29		EPI955759	Rafic Hariri University Hospital 4th Floor Dna/research Lab
A/Norway/2603/2017	3.75	4.39	A3	Norway	19.00	0.00	10.00	1.00	4.00	Europe	Crick Worldwide Influenza Centre	2017-05-02		EPI1043054	Who National Influenza Centre
A/Sydney/49/2017	3.75	4.18	A3	Australia	19.00	0.00	9.00		4.00	Oceania	Who Collaborating Centre For Reference And Research On Influenza	2017-03-01		EPI1022322	Clinical Virology Unit, Cdim
A/Maldives/175/2017	3.75	4.18	A3	Maldives	20.00	0.00	9.00	1.00	4.00	South Asia	Centers For Disease Control And Prevention	2017-02-26		EPI993906	Ministry Of Health
A/Maldives/158/2017	3.75	4.18	A3	Maldives	19.00	0.00	9.00		4.00	South Asia	Centers For Disease Control And Prevention	2017-02-22		EPI993898	Ministry Of Health
A/Maldives/505/2017	3.75	4.18	A3	Maldives	19.00	0.00	9.00		4.00	South Asia	Centers For Disease Control And Prevention	2017-03-16		EPI993922	Ministry Of Health
A/Samara/6/2017	3.33	4.18	A3	Russia	19.00	0.00	9.00		4.00	West Asia	Centers For Disease Control And Prevention	2017-03-06		EPI979058	Russian Academy Of Medical Sciences
A/Indonesia/Nihrd-Plb499/2017	3.33	4.98	A3	Indonesia	18.00	0.00	10.00	2.00	4.00	Southeast Asia	Centers For Disease Control And Prevention	2017-03-02		EPI1130203	Ministry Of Health, Nihrd
A/Tunisia/1375/2017	3.33	4.18	A3	Tunisia	20.00	0.00	10.00	2.00	4.00	Africa	Crick Worldwide Influenza Centre	2017-02-02		EPI991730	National Influenza Centre Tunis, Unit Virology, Microbiology Laboratory, Charles Nicolle's Hospital
A/Samara/7/2017	3.33	4.29	A3	Russia	19.00	0.00	9.00	1.00	4.00	West Asia	Centers For Disease Control And Prevention	2017-02-15		EPI979066	Russian Academy Of Medical Sciences
A/Tunisia/744/2017	3.33	4.18	A3	Tunisia	19.00	0.01	10.00	1.00	4.00	Africa	Crick Worldwide Influenza Centre	2017-01-20		EPI991784	National Influenza Centre Tunis, Unit Virology, Microbiology Laboratory, Charles Nicolle's Hospital
A/Kazakhstan/7065/2017	3.33	4.18	A3	Kazakhstan	19.00	0.01	10.00	1.00	4.00	West Asia	Centers For Disease Control And Prevention	2017-01-01 (2017-01-01 - 2017-06-03)		EPI1027054	Cdc Central Asia Office
A/Tanzania/4393/2017	3.33	4.18	A3	Tanzania	20.00	0.00	9.00		4.00	Africa	Centers For Disease Control And Prevention	2017-04-18		EPI1016773	National Influenza Lab
A/Tanzania/2527/2017	3.33	4.18	A3	Tanzania	20.00	0.00	9.00		4.00	Africa	Centers For Disease Control And Prevention	2017-04-12		EPI1016597	National Influenza Lab
A/Yaroslavl/164/2016	3.33	4.18	A3	Russia	19.00	0.01	9.00		4.00	West Asia	Centers For Disease Control And Prevention	2016-11-24		EPI918066	Ivanovsky Research Institute Of Virology Rams
A/Yaroslavl/48-T/2017	3.33	4.18	A3	Russia	19.00	0.01	9.00		4.00	West Asia	Centers For Disease Control And Prevention	2017-01-11		EPI1038801	Ivanovsky Research Institute Of Virology Rams
A/Yaroslavl/160/2016	3.33	4.18	A3	Russia	19.00	0.01	9.00		4.00	West Asia	Centers For Disease Control And Prevention	2016-11-11		EPI918050	Ivanovsky Research Institute Of Virology Rams
A/Parana/929/2017	3.45	4.52	A3	Brazil	22.00	0.00	9.00	1.00	4.00	South America	Centers For Disease Control And Prevention	2017-10-17		EPI1141891	Instituto Oswaldo Cruz Fiocruz Laboratory Of Respiratory Viruses And Measles (lvrs)
A/Brazil/3870/2017	3.45	4.18	A3	Brazil	20.00	0.00	10.00	1.00	4.00	South America	Centers For Disease Control And Prevention	2017-08-29		EPI1198355	Instituto Adolfo Lutz
A/Tunisia/1709/2017	3.45	4.18	A3	Tunisia	19.00	0.00	10.00	1.00	4.00	Africa	Crick Worldwide Influenza Centre	2017-02-09		EPI991742	National Influenza Centre Tunis, Unit Virology, Microbiology Laboratory, Charles Nicolle's Hospital
A/Catalonia/NSVH100545401/2017	4.06	4.18	A3	Spain	19.00	0.01	9.00		4.00	Europe	Hospital Universitari Vall D'hebron	2017-01-11 (2017-01-01 - 2017-12-31)		EPI897571	Hospital Universitari Vall D'hebron
A/Kenya/165/2018	4.06	4.18	A3	Kenya	20.00	0.00	12.00	3.00	4.00	Africa	Centers For Disease Control And Prevention	2018-05-29		EPI1343080	Cdc Kenya
A/Antananarivo/1998/2017	4.06	4.18	A3	Madagascar	19.00	0.00	9.00		4.00	Africa	Centers For Disease Control And Prevention	2017-05-03		EPI1039016	Institut Pasteur De Madagascar
A/Pernambuco/145843-IEC/2017	4.06	4.18	A3	Brazil	19.00	0.01	9.00		4.00	South America	Centers For Disease Control And Prevention	2017-01-23		EPI1048432	National Influenza Center
A/Maldives/52/2017	4.42	4.18	A3	Maldives	19.00	0.01	9.00		4.00	South Asia	Centers For Disease Control And Prevention	2017-01-26		EPI993930	Ministry Of Health
A/NosyBe/2222/2017	4.42	4.18	A3	Madagascar	20.00	0.00	9.00	1.00	4.00	Africa	Centers For Disease Control And Prevention	2017-05-08		EPI1038829	Institut Pasteur De Madagascar
A/Ethiopia/1878/2017	4.42	4.63	A3	Ethiopia	18.00	0.00	10.00	2.00	4.00	Africa	Centers For Disease Control And Prevention	2017-09-12		EPI1125200	Ethiopian Public Health Institute, National Influenza Laboratory
A/Finland/788/2017	4.42	4.18	A3	Finland	19.00	0.00	9.00		4.00	Europe	National Institute For Health And Welfare	2017-08-29		EPI1060949	National Institute For Health And Welfare
A/Voronezh/1/2016	3.33	4.18	A3	Russia	19.00	0.01	9.00		4.00	West Asia	Centers For Disease Control And Prevention	2016-12-13		EPI918502	Russian Academy Of Medical Sciences
A/Nakhonphanom/433/2016	3.71	4.18	A3	Thailand	19.00	0.02	10.00	1.00	4.00	Southeast Asia	Centers For Disease Control And Prevention	2016-11-09		EPI925103	Who National Influenza Centre, National Institute Of Medical Research (nimr)
A/HongKong/123/2017	3.71	4.18	A3	Hong Kong	19.00	0.01	9.00		4.00	China	Centers For Disease Control And Prevention	2017-01-04		EPI918276	Government Virus Unit
A/Togo/1046/2017	3.33	4.18	A3	Togo	20.00	0.00	9.00	1.00	4.00	Africa	Centers For Disease Control And Prevention	2017-10-23		EPI1146053	Institute National D'hygiene
A/Dnipro/718/2016	3.86	4.18	A3	Bangladesh	19.00	0.01	10.00	1.00	4.00	South Asia	Crick Worldwide Influenza Centre	2016-11-30		EPI1010426	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine
A/Lao/3158/2016	3.86	4.18	A3	Laos	19.00	0.03	9.00		4.00	Southeast Asia	Centers For Disease Control And Prevention	2016-10-06		EPI870219	National Center For Laboratory And Epidemiology
A/Lao/3008/2016	3.86	4.18	A3	Laos	19.00	0.03	9.00		4.00	Southeast Asia	Centers For Disease Control And Prevention	2016-09-27		EPI870211	National Center For Laboratory And Epidemiology
A/Tanzania/4345/2017	3.33	4.18	A3	Tanzania	19.00	0.02	9.00		4.00	Africa	Centers For Disease Control And Prevention	2017-03-20		EPI1016661	National Influenza Lab
A/Cameroon/4372/2018	3.33	4.28	A3	Cameroon	20.00	0.00	10.00	1.00	4.00	Africa	Crick Worldwide Influenza Centre	2018-04-18		EPI1315656	Centre Pasteur Du Cameroun
A/Kazakhstan/126/2017	4.21	4.28	A3	Kazakhstan	20.00	0.08	9.00		4.00	West Asia	Centers For Disease Control And Prevention	2017-01-28		EPI1079460	Csee
A/Kazakhstan/2/2017	4.21	4.28	A3	Kazakhstan	20.00	0.05	9.00		4.00	West Asia	Centers For Disease Control And Prevention	2017-03-06		EPI1079444	Csee
A/Malaysia/RP0118/2019	3.33	4.84	A3	Malaysia	25.00	0.08	14.00	4.00	4.00	Southeast Asia	Who Collaborating Centre For Reference And Research On Influenza	2019-03-29 (2019-01-01 - 2019-12-31)		EPI1542257	Institut Penyelidikan Perubatan
A/TimorLeste/2/2019	3.33	4.69	A3	East Timor	22.00	0.09	12.00		4.00	Southeast Asia	Who Collaborating Centre For Reference And Research On Influenza	2019-03-23		EPI1590818	Laboratório Nacional Da Saúde
A/TimorLeste/43/2019	3.33	4.63	A3	East Timor	23.00	0.09	12.00		4.00	Southeast Asia	Who Collaborating Centre For Reference And Research On Influenza	2019-03-26		EPI1542251	Laboratório Nacional Da Saúde
A/Guizhou-Huichuan/1636/2017	3.33	4.63	A3	China	22.00	0.01	9.00		4.00	China	Who Chinese National Influenza Center	2017-08-21		EPI1125250	Who Chinese National Influenza Center
A/Niigata/766/2017	3.33	4.63	A3	Japan	22.00	0.02	10.00	1.00	4.00	Japan Korea	National Institute Of Infectious Diseases (niid)	2017-08-09		EPI1057888	Niigata Prefectural Institute Of Public Health And Environmental Sciences
A/Zhejiang-Shangcheng/1153/2018	3.33	4.63	A3	China	22.00	0.00	9.00		4.00	China	Who Chinese National Influenza Center	2018-02-22		EPI1340900	Who Chinese National Influenza Center
A/Saitama/248/2017	3.33	4.63	A3	Japan	22.00	0.02	9.00		4.00	Japan Korea	Centers For Disease Control And Prevention	2017-07-31		EPI1163464	Saitama Institute Of Public Health
